"bruises","cap-color","cap-shape","cap-surface","edible","gill-attachment","gill-color","gill-size","gill-spacing","habitat","odor","population","ring-number","ring-type","spore-print-color","stalk-color-above-ring","stalk-color-below-ring","stalk-root","stalk-shape","stalk-surface-above-ring","stalk-surface-below-ring","veil-color","veil-type"
"bruises","red","convex","scaly","edible","free","pink","broad","close","woods","none","solitary","one","pendant","black","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","fibrous","edible","free","purple","broad","close","woods","none","several","one","pendant","brown","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","convex","scaly","edible","free","brown","broad","close","woods","none","several","one","pendant","brown","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","convex","fibrous","edible","free","brown","broad","close","woods","none","solitary","one","pendant","brown","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","fibrous","edible","free","purple","broad","close","woods","none","solitary","one","pendant","black","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","convex","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","brown","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","convex","fibrous","edible","free","white","broad","close","woods","none","several","one","pendant","brown","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","convex","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"no","gray","convex","fibrous","poisonous","free","gray","narrow","close","woods","creosote","several","one","pendant","brown","white","white","bulbous","enlarging","smooth","smooth","white","partial"
"bruises","gray","flat","fibrous","edible","free","brown","broad","close","woods","none","several","one","pendant","brown","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","convex","fibrous","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"no","brown","flat","smooth","edible","free","pink","broad","crowded","grasses","none","abundant","one","evanescent","black","white","white","equal","tapering","smooth","fibrous","white","partial"
"bruises","brown","flat","fibrous","edible","free","white","broad","close","woods","none","several","one","pendant","brown","gray","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","convex","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","brown","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","brown","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","convex","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","brown","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","brown","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","convex","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","brown","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","convex","fibrous","edible","free","brown","broad","close","woods","none","several","one","pendant","brown","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","fibrous","edible","free","brown","broad","close","woods","none","several","one","pendant","brown","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","convex","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","black","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","fibrous","edible","free","purple","broad","close","woods","none","solitary","one","pendant","black","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","convex","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","brown","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","convex","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","black","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","purple","broad","close","woods","none","several","one","pendant","black","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","convex","scaly","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","pink","pink","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","convex","fibrous","edible","free","purple","broad","close","woods","none","solitary","one","pendant","brown","gray","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","flat","fibrous","edible","free","pink","broad","close","woods","none","solitary","one","pendant","black","gray","pink","bulbous","tapering","smooth","smooth","white","partial"
"no","white","flat","fibrous","edible","free","chocolate","broad","crowded","grasses","none","scattered","one","evanescent","black","white","white","equal","tapering","smooth","fibrous","white","partial"
"bruises","brown","convex","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","brown","white","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","convex","fibrous","edible","free","purple","broad","close","woods","none","solitary","one","pendant","black","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","flat","scaly","edible","free","brown","broad","close","woods","none","solitary","one","pendant","brown","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","convex","fibrous","edible","free","white","broad","close","woods","none","several","one","pendant","black","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","convex","scaly","edible","free","purple","broad","close","woods","none","solitary","one","pendant","brown","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","scaly","edible","free","white","broad","close","woods","none","solitary","one","pendant","black","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","gray","convex","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","black","pink","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","brown","flat","fibrous","edible","free","white","broad","close","woods","none","several","one","pendant","black","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","convex","scaly","edible","free","purple","broad","close","woods","none","solitary","one","pendant","black","white","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","convex","scaly","edible","free","pink","broad","close","woods","none","several","one","pendant","black","gray","gray","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","convex","scaly","edible","free","white","broad","close","woods","none","several","one","pendant","black","pink","white","bulbous","tapering","smooth","smooth","white","partial"
"bruises","red","convex","fibrous","edible","free","white","broad","close","woods","none","solitary","one","pendant","brown","pink","white","bulbous","tapering","smooth","smooth","white","partial"
